platform,administrative_dong,title,link,bloggername,bloggerlink,postdate,content_raw,hashtags,images,videos,like_count,comment_count,author_id,post_id,crawled_at,status
blog,신사동,서울시 관악구 박준희 구청장 인터뷰,https://blog.naver.com/powerkorea0505/222615671443,,,,,,,,,,,,2025-11-17T17:56:05.688307Z,error:NoSuchWindowException
blog,신사동,"말죽거리 양재역과 조선시대 교통, 통신 수단인 말",https://blog.naver.com/jk1280jk/222618340172,,,,,,,,,,,,2025-11-17T17:56:05.689315Z,error:NoSuchWindowException
blog,신사동,[서울/신사동] 분위기와 맛 모두 잡은 가로수길 와인바 : 심퍼티쿠시,https://blog.naver.com/esfjcouple/222620151325,,,,,,,,,,,,2025-11-17T17:56:05.689659Z,error:NoSuchWindowException
blog,신사동,강남 마사지샵 잘하는 곳 추천! 강남마사지 베스트3,https://blog.naver.com/waugmagazine/223801029131,,,,,,,,,,,,2025-11-17T17:56:05.689952Z,error:NoSuchWindowException
blog,신사동,떠오르는 압구정 로데오 맛집 소개,https://blog.naver.com/khjlover88/222619634908,,,,,,,,,,,,2025-11-17T17:56:05.690324Z,error:NoSuchWindowException
blog,신사동,양림동 레스토랑 마리오셰프 오너쉐프의 요리,https://blog.naver.com/bloomingblossoms/222620506952,,,,,,,,,,,,2025-11-17T17:56:05.690686Z,error:NoSuchWindowException
blog,신사동,가로수길핫플 데이트장소 웰스팜 팝업스토어,https://blog.naver.com/slyeon/222622412609,,,,,,,,,,,,2025-11-17T17:56:05.691023Z,error:NoSuchWindowException
blog,신사동,가로수핫플 웰스팜 저도 다녀왔어요,https://blog.naver.com/s2eunhyes2/222623335192,,,,,,,,,,,,2025-11-17T17:56:05.691611Z,error:NoSuchWindowException
blog,신사동,"프로틴밀 브랜드 일일하우, 가로수길에 ‘일일하우 팝업스토어’ 오픈",https://blog.naver.com/yes1676/222623664320,,,,,,,,,,,,2025-11-17T17:56:05.692111Z,error:NoSuchWindowException
blog,신사동,"오피스텔 하이엔드 서울의 중심 펄세이삼성, 삼성동1-2번지",https://blog.naver.com/6vipih5omayc3o9/222625036091,,,,,,,,,,,,2025-11-17T17:56:05.692625Z,error:NoSuchWindowException
blog,신사동,투자가치 높은 오피스텔 펄세이삼성 매물 추천,https://blog.naver.com/beula3zsglan/222624978963,,,,,,,,,,,,2025-11-17T17:56:05.694847Z,error:NoSuchWindowException
blog,신사동,CU-42 : 7212 - 광화문 이 길을 다시 한번 뒤돌아,https://blog.naver.com/seoul_720/222604534619,,,,,,,,,,,,2025-11-17T17:56:05.696640Z,error:NoSuchWindowException
blog,신사동,44년최고의명소 김포작명소 김포철학관 !!,https://blog.naver.com/yss0660/222624474631,,,,,,,,,,,,2025-11-17T17:56:05.697336Z,error:NoSuchWindowException
blog,신사동,"서울 뇨끼 맛집 신사동 온다, 가로수길 이탈리안 요리",https://blog.naver.com/nomadiakate/222624447968,,,,,,,,,,,,2025-11-17T17:56:05.698535Z,error:NoSuchWindowException
blog,신사동,펄세이삼성 주소만으로도 상승세 매물,https://blog.naver.com/brianlabtal/222625973082,,,,,,,,,,,,2025-11-17T17:56:05.699417Z,error:NoSuchWindowException
blog,신사동,"서울명소 도산공원 안창호기념관, 서울공원추천",https://blog.naver.com/lsh5755/222625744146,,,,,,,,,,,,2025-11-17T17:56:05.700093Z,error:NoSuchWindowException
blog,신사동,서울 근교 베스트 여행지 50 독후감 썼어요,https://blog.naver.com/sea5451/222625708565,,,,,,,,,,,,2025-11-17T17:56:05.700517Z,error:NoSuchWindowException
blog,신사동,가로수길와인바 일곱잔 - 분위기좋은 데이트코스 추천,https://blog.naver.com/ssoyeon16/222626673435,,,,,,,,,,,,2025-11-17T17:56:05.700875Z,error:NoSuchWindowException
blog,신사동,44년최고의명소 창릉동작명소 창릉동철학관,https://blog.naver.com/yss0660/222626615439,,,,,,,,,,,,2025-11-17T17:56:05.701445Z,error:NoSuchWindowException
blog,신사동,[부산와따] 해운대 핫 플레이스 추천 9곳,https://blog.naver.com/busan_wadda/222627801920,,,,,,,,,,,,2025-11-17T17:56:05.701811Z,error:NoSuchWindowException
blog,신사동,[Business]후쿠오카(福岡) 짐정리대행 후기4.후쿠오카의 중심으로...,https://blog.naver.com/d-agency1/222628574491,,,,,,,,,,,,2025-11-17T17:56:05.702278Z,error:NoSuchWindowException
blog,신사동,"삼일제약 일일하우, 가로수길에 팝업스토어’ 오픈 ···MZ세대 겨냥 설맞이 이벤트 ··· 최대 48% 할인 판매",https://blog.naver.com/newsnanumy/222628938383,,,,,,,,,,,,2025-11-17T17:56:05.702639Z,error:NoSuchWindowException
blog,신사동,MOVIE '자연과 시장을 잇는 골목가게' 은평아트테리어 2021,https://blog.naver.com/storeart/222630126613,,,,,,,,,,,,2025-11-17T17:56:05.703011Z,error:NoSuchWindowException
blog,신사동,"압구정 이자카야, 압구정루프탑 청담 수다에서 즐기는 맛있는 시간",https://blog.naver.com/nomadiakate/222631348712,,,,,,,,,,,,2025-11-17T17:56:05.703320Z,error:NoSuchWindowException
blog,신사동,강남 압구정 우시야 본점 합리적 가격의 서울 한우 오마카세,https://blog.naver.com/sunny_side_up12/222631316934,,,,,,,,,,,,2025-11-17T17:56:05.703593Z,error:NoSuchWindowException
blog,신사동,"그랑사소(Gran Sasso), 양잿물 니트 지름신고 및 후기",https://blog.naver.com/gkrudtn1234/222631166907,,,,,,,,,,,,2025-11-17T17:56:05.703988Z,error:NoSuchWindowException
blog,신사동,"중구 필동 30억대, 충무로역 근처 위치한 공실없는 매물 정보 확인해보세요-!",https://blog.naver.com/topbuildingace/222625667383,,,,,,,,,,,,2025-11-17T17:56:05.704298Z,error:NoSuchWindowException
blog,신사동,불황 비껴간 MZ사장들 1탄!,https://blog.naver.com/d2yc12/222632197255,,,,,,,,,,,,2025-11-17T17:56:05.704962Z,error:NoSuchWindowException
blog,신사동,가로수길뷰직 / 핫플레이스 / 신사동 / 클럽 피켓 제작 led커스텀피켓 / 커스텀조명 /클럽led #WDF #UMF #TOMO,https://blog.naver.com/made-us/222632073982,,,,,,,,,,,,2025-11-17T17:56:05.705307Z,error:NoSuchWindowException
blog,신사동,"서울숲 피자집 치즈 폭탄이 어마어마하네, 노모어피자 서울숲점",https://blog.naver.com/nomadiakate/222633133334,,,,,,,,,,,,2025-11-17T17:56:05.705711Z,error:NoSuchWindowException
blog,신사동,"[서울여행]가로수길 데이트 당일치기 코스 - 신사동 가로수길, 서울웨이브아트센터",https://blog.naver.com/cowbays111/222634663487,,,,,,,,,,,,2025-11-17T17:56:05.706006Z,error:NoSuchWindowException
blog,신사동,닥터버거 리뷰 [신사동 패티 앤 베지스],https://blog.naver.com/doctorburger/222634334218,,,,,,,,,,,,2025-11-17T17:56:05.706280Z,error:NoSuchWindowException
blog,신사동,국내문화탐방 서울 관광 사진발 잘 봤는곳 100% 보장! 관광 투어 Koreatourism,https://blog.naver.com/dolove0407/222635026228,,,,,,,,,,,,2025-11-17T17:56:05.706596Z,error:NoSuchWindowException
